날짜,지역,재난문자_건수,재난유형_리스트
2024-09-14,전북특별자치도,6,['폭염']
2024-09-14,제주특별자치도,1,['폭염']
2024-09-14,충청남도,7,['폭염']
2024-09-14,충청북도,1,['폭염']
2024-09-15,강원특별자치도,3,['전염병']
2024-09-15,경기도,6,['폭염']
2024-09-15,경상남도,12,"['폭염', '교통사고']"
2024-09-15,경상북도,5,"['폭염', '풍랑', '호우']"
2024-09-15,광주광역시,1,['폭염']
2024-09-15,부산광역시,1,['폭염']
2024-09-15,서울특별시,1,['폭염']
2024-09-15,세종특별자치시,1,['폭염']
2024-09-15,인천광역시,1,['폭염']
2024-09-15,전라남도,13,['폭염']
2024-09-15,전북특별자치도,5,"['폭염', '교통사고']"
2024-09-15,제주특별자치도,1,['폭염']
2024-09-15,충청남도,8,['폭염']
2024-09-15,충청북도,2,['폭염']
2024-09-16,강원특별자치도,1,['교통']
2024-09-16,경기도,5,"['정전', '폭염']"
2024-09-16,경상남도,11,['폭염']
2024-09-16,경상북도,3,['폭염']
2024-09-16,광주광역시,1,['폭염']
2024-09-16,부산광역시,2,['폭염']
2024-09-16,세종특별자치시,1,['폭염']
2024-09-16,전라남도,10,"['폭염', '호우']"
2024-09-16,전북특별자치도,12,"['폭염', '수도']"
2024-09-16,제주특별자치도,2,"['폭염', '풍랑']"
2024-09-16,충청남도,8,['폭염']
2024-09-16,충청북도,2,"['정전', '폭염']"
2024-09-17,강원특별자치도,3,['전염병']
2024-09-17,경기도,5,['폭염']
2024-09-17,경상남도,14,['폭염']
2024-09-17,경상북도,20,"['폭염', '수도']"
2024-09-17,광주광역시,1,['폭염']
2024-09-17,대구광역시,1,['폭염']
2024-09-17,부산광역시,4,['폭염']
2024-09-17,세종특별자치시,1,['폭염']
2024-09-17,울산광역시,1,['폭염']
2024-09-17,전라남도,9,['폭염']
2024-09-17,전북특별자치도,13,"['폭염', '호우', '수도']"
2024-09-17,제주특별자치도,1,['폭염']
2024-09-17,충청남도,8,['폭염']
2024-09-17,충청북도,2,['폭염']
2024-09-18,강원특별자치도,2,['전염병']
2024-09-18,경기도,9,['폭염']
2024-09-18,경상남도,11,['폭염']
2024-09-18,경상북도,24,"['폭염', '호우']"
2024-09-18,광주광역시,1,['폭염']
2024-09-18,대구광역시,2,"['폭염', '호우']"
2024-09-18,부산광역시,3,['폭염']
2024-09-18,세종특별자치시,5,"['폭염', '호우', '산사태']"
2024-09-18,울산광역시,1,['폭염']
2024-09-18,인천광역시,1,['폭염']
2024-09-18,전라남도,13,"['폭염', '교통사고']"
2024-09-18,전북특별자치도,17,"['폭염', '호우', '산사태']"
2024-09-18,제주특별자치도,1,['폭염']
2024-09-18,충청남도,14,"['폭염', '호우']"
2024-09-18,충청북도,16,"['정전', '산사태', '폭염', '호우', '수도']"
2024-09-19,강원특별자치도,2,"['호우', '전염병']"
2024-09-19,경기도,6,"['폭염', '교통']"
2024-09-19,경상남도,13,"['폭염', '화재']"
2024-09-19,경상북도,9,['폭염']
2024-09-19,광주광역시,1,['폭염']
2024-09-19,대구광역시,1,['폭염']
2024-09-19,부산광역시,2,['폭염']
2024-09-19,서울특별시,3,['교통사고']
2024-09-19,세종특별자치시,1,['폭염']
2024-09-19,울산광역시,1,['폭염']
2024-09-19,전라남도,16,"['폭염', '호우', '산사태']"
2024-09-19,전북특별자치도,11,['폭염']
2024-09-19,제주특별자치도,4,"['폭염', '호우']"
2024-09-19,충청남도,9,['폭염']
2024-09-19,충청북도,3,['폭염']
2024-09-20,강원특별자치도,17,"['전염병', '풍랑', '호우', '산사태']"
2024-09-20,경기도,24,"['호우', '산사태']"
2024-09-20,경상남도,27,"['호우', '산사태', '수도']"
2024-09-20,경상북도,14,"['풍랑', '호우', '강풍']"
2024-09-20,광주광역시,2,['호우']
2024-09-20,대전광역시,1,['호우']
2024-09-20,부산광역시,20,"['태풍', '호우']"
2024-09-20,세종특별자치시,1,['호우']
2024-09-20,울산광역시,2,['호우']
2024-09-20,인천광역시,4,['호우']
2024-09-20,전라남도,29,"['강풍', '호우', '산사태']"
2024-09-20,전북특별자치도,4,"['호우', '산사태']"
2024-09-20,제주특별자치도,1,['호우']
2024-09-20,충청남도,25,"['홍수', '호우', '산사태', '환경오염사고']"
2024-09-20,충청북도,3,['호우']
2024-09-21,강원특별자치도,12,"['전염병', '호우', '산사태']"
2024-09-21,경기도,6,"['호우', '산사태']"
2024-09-21,경상남도,86,"['홍수', '호우', '산사태', '강풍']"
2024-09-21,경상북도,57,"['홍수', '산사태', '풍랑', '호우', '강풍']"
2024-09-21,광주광역시,3,"['홍수', '호우']"
2024-09-21,대구광역시,16,"['홍수', '호우', '산사태']"
2024-09-21,대전광역시,17,"['교통통제', '홍수', '호우', '산사태']"
2024-09-21,부산광역시,91,"['홍수', '호우', '산사태', '교통사고']"
2024-09-21,세종특별자치시,5,"['호우', '홍수', '산사태']"
2024-09-21,울산광역시,7,['호우']
2024-09-21,전라남도,134,"['홍수', '산사태', '태풍', '강풍', '호우']"
2024-09-21,전북특별자치도,53,"['교통통제', '홍수', '호우', '산사태']"
2024-09-21,제주특별자치도,3,"['강풍', '호우']"
2024-09-21,충청남도,51,"['태풍', '홍수', '호우', '산사태']"
2024-09-21,충청북도,44,"['홍수', '호우', '산사태']"
2024-09-22,강원특별자치도,1,['전염병']
2024-09-22,경기도,1,['호우']
2024-09-22,경상북도,1,['풍랑']
2024-09-22,부산광역시,6,"['홍수', '교통사고', '호우']"
2024-09-22,전라남도,1,['호우']
2024-09-22,충청북도,2,['호우']
2024-09-23,경기도,2,"['호우', '화재']"
2024-09-23,경상북도,2,['풍랑']
2024-09-24,경기도,1,['화재']
2024-09-25,임진강 수계지역(경기도,1,['홍수']
2024-09-25,전북특별자치도,1,['수도']
2024-09-27,강원특별자치도,3,['호우']
2024-09-27,경기도,2,['화재']
2024-09-27,경상남도,1,['교통사고']
2024-09-27,울산광역시,1,['환경오염사고']
2024-09-27,전라남도,1,['화재']
2024-09-29,광주광역시,2,['화재']
2024-09-29,전북특별자치도,1,['산불']
2024-09-30,경상남도,1,['수도']
2024-10-01,서울특별시,2,['테러']
2024-10-01,제주특별자치도,1,['지진']
2024-10-02,경상북도,3,['풍랑']
2024-10-03,경기도,1,['화재']
2024-10-03,경상북도,1,['풍랑']
2024-10-03,서울특별시,1,['수도']
2024-10-04,경상북도,3,"['강풍', '풍랑']"
2024-10-04,인천광역시,1,['교통사고']
2024-10-05,인천광역시,2,"['전염병', '화재']"
2024-10-06,경기도,1,['화재']
2024-10-07,경기도,1,['화재']
2024-10-07,경상북도,1,['호우']
2024-10-09,경기도,3,['화재']
2024-10-10,경기도,1,['화재']
2024-10-10,서울특별시,1,['화재']
2024-10-10,인천광역시,1,['화재']
2024-10-10,전북특별자치도,2,['화재']
2024-10-11,경기도,2,"['화재', '교통']"
2024-10-11,서울특별시,1,['화재']
2024-10-12,경기도,1,['교통']
2024-10-13,경기도,1,['교통']
2024-10-14,경기도,1,['화재']
2024-10-14,경상남도,1,['호우']
2024-10-14,부산광역시,20,['호우']
2024-10-14,전라남도,9,['호우']
2024-10-15,경기도,1,['교통']
2024-10-15,경상남도,2,['호우']
2024-10-15,경상북도,1,['강풍']
2024-10-15,부산광역시,2,['호우']
2024-10-15,울산광역시,1,['호우']
2024-10-16,경기도,2,"['화재', '교통']"
2024-10-17,부산광역시,1,['교통사고']
2024-10-17,제주특별자치도,1,['수도']
2024-10-18,강원특별자치도,4,['호우']
2024-10-18,경기도,3,"['호우', '화재']"
2024-10-18,경상남도,9,"['교통사고', '호우']"
2024-10-18,경상북도,2,"['풍랑', '호우']"
2024-10-18,부산광역시,30,"['강풍', '호우']"
2024-10-18,울산광역시,3,['호우']
2024-10-18,인천광역시,1,['호우']
2024-10-18,전북특별자치도,2,['호우']
2024-10-18,제주특별자치도,1,['호우']
2024-10-18,충청남도,3,['호우']
2024-10-18,충청북도,1,['호우']
2024-10-19,강원특별자치도,1,['풍랑']
2024-10-19,경상남도,2,['호우']
2024-10-19,경상북도,4,"['풍랑', '강풍']"
2024-10-19,부산광역시,2,['강풍']
2024-10-19,울산광역시,1,['풍랑']
2024-10-19,인천광역시,2,"['풍랑', '강풍']"
2024-10-19,전라남도,1,['강풍']
2024-10-19,전북특별자치도,1,['강풍']
2024-10-20,경기도,2,['화재']
2024-10-20,경상북도,2,['풍랑']
2024-10-20,인천광역시,7,['화재']
2024-10-20,제주특별자치도,1,['강풍']
2024-10-20,충청남도,1,['지진해일']
2024-10-21,경기도,1,['교통']
2024-10-21,경상남도,4,['호우']
2024-10-21,경상북도,1,['강풍']
2024-10-21,부산광역시,6,['호우']
2024-10-21,서울특별시,1,['정전']
2024-10-21,전라남도,1,['호우']
2024-10-21,전북특별자치도,1,['화재']
2024-10-22,경기도,1,['화재']
2024-10-22,경상남도,8,"['강풍', '호우', '산사태']"
2024-10-22,부산광역시,15,['호우']
2024-10-22,울산광역시,2,['호우']
2024-10-22,전라남도,7,"['강풍', '호우', '산사태']"
2024-10-22,제주특별자치도,1,['호우']
2024-10-23,강원특별자치도,5,"['강풍', '산사태']"
2024-10-23,경상북도,4,"['강풍', '지진']"
2024-10-23,인천광역시,1,['정전']
2024-10-24,경기도,2,"['화재', '교통']"
2024-10-24,부산광역시,3,['화재']
2024-10-24,인천광역시,1,['화재']
2024-10-25,경기도,1,['화재']
2024-10-25,세종특별자치시,1,['교통통제']
2024-10-25,울산광역시,1,['화재']
2024-10-26,경기도,1,['화재']
2024-10-26,경상북도,0,[nan]
2024-10-26,서울특별시,1,['교통사고']
2024-10-28,경기도,1,['화재']
2024-10-28,광주광역시,3,['화재']
2024-10-29,서울특별시,1,['교통사고']
2024-10-29,인천광역시,1,['화재']
2024-10-29,충청남도,1,['화재']
2024-10-31,부산광역시,1,['태풍']
2024-10-31,인천광역시,1,['화재']
2024-11-01,경상북도,1,['풍랑']
2024-11-01,부산광역시,4,['호우']
2024-11-01,전라남도,3,"['태풍', '강풍', '호우']"
2024-11-01,제주특별자치도,8,"['강풍', '호우', '산사태']"
2024-11-02,경기도,1,['수도']
2024-11-02,경상남도,1,['교통사고']
2024-11-02,경상북도,2,['풍랑']
2024-11-02,부산광역시,1,['호우']
2024-11-03,경기도,1,['수도']
2024-11-03,경상북도,1,['지진']
2024-11-03,제주특별자치도,2,['지진']
2024-11-04,경상남도,1,['화재']
2024-11-04,충청남도,2,['한파']
2024-11-06,경기도,4,['화재']
2024-11-06,경상북도,1,['화재']
2024-11-06,전북특별자치도,2,['화재']
2024-11-06,충청남도,4,"['한파', '교통통제', '화재']"
2024-11-07,경상북도,1,['화재']
2024-11-08,제주특별자치도,2,['지진']
2024-11-08,충청남도,10,['수도']
2024-11-09,경기도,1,['화재']
2024-11-09,전라남도,1,['교통사고']
2024-11-09,전북특별자치도,1,['산사태']
2024-11-09,충청남도,4,['수도']
2024-11-10,경기도,1,['화재']
2024-11-10,전북특별자치도,1,['산사태']
2024-11-10,제주특별자치도,1,['지진']
2024-11-11,경기도,2,['화재']
2024-11-11,경상북도,1,['통신']
2024-11-11,인천광역시,3,['화재']
2024-11-12,경기도,1,['산불']
2024-11-12,충청남도,2,['산불']
2024-11-13,경기도,1,['화재']
2024-11-14,강원특별자치도,1,['정전']
2024-11-14,대구광역시,1,['화재']
2024-11-14,제주특별자치도,4,['지진']
2024-11-14,충청남도,1,['화재']
2024-11-15,경기도,1,['산불']
2024-11-15,경상남도,2,['교통사고']
2024-11-15,경상북도,1,['강풍']
2024-11-15,인천광역시,1,['지진해일']
2024-11-16,경상남도,1,['교통사고']
2024-11-16,전북특별자치도,1,['화재']
2024-11-17,강원특별자치도,1,['한파']
2024-11-17,경기도,3,['화재']
2024-11-17,경상남도,2,['한파']
2024-11-17,경상북도,1,['풍랑']
2024-11-17,부산광역시,5,['한파']
2024-11-17,인천광역시,1,['강풍']
2024-11-17,전라남도,14,"['한파', '강풍']"
2024-11-17,전북특별자치도,12,['한파']
2024-11-17,충청남도,2,['한파']
2024-11-17,충청북도,5,['한파']
2024-11-18,경기도,5,['화재']
2024-11-18,경상북도,2,['풍랑']
2024-11-18,부산광역시,2,['한파']
2024-11-18,전라남도,2,"['한파', '강풍']"
2024-11-19,경기도,4,['화재']
2024-11-19,경상북도,1,['환경오염사고']
2024-11-21,경상북도,2,['화재']
2024-11-21,부산광역시,1,['화재']
2024-11-22,충청남도,2,['산불']
2024-11-24,경기도,1,['산불']
2024-11-24,제주특별자치도,2,['지진']
2024-11-25,경기도,1,['한파']
2024-11-25,경상북도,1,['강풍']
2024-11-25,전라남도,3,['강풍']
2024-11-25,전북특별자치도,1,['수도']
2024-11-25,충청북도,1,['교통사고']
2024-11-26,강원특별자치도,4,"['강풍', '대설']"
2024-11-26,경기도,9,"['강풍', '대설']"
2024-11-26,경상북도,4,"['풍랑', '강풍']"
2024-11-26,광주광역시,1,['강풍']
2024-11-26,부산광역시,3,['호우']
2024-11-26,서울특별시,1,['강풍']
2024-11-26,세종특별자치시,2,"['강풍', '대설']"
2024-11-26,울산광역시,2,['강풍']
2024-11-26,인천광역시,3,"['강풍', '대설']"
2024-11-26,전라남도,4,['강풍']
2024-11-26,전북특별자치도,9,"['교통통제', '강풍', '대설']"
2024-11-26,충청남도,4,"['강풍', '대설']"
2024-11-26,충청북도,1,['강풍']
2024-11-27,강원특별자치도,15,['대설']
2024-11-27,경기도,79,"['정전', '화재', '대설']"
2024-11-27,경상남도,10,"['정전', '수도', '대설']"
2024-11-27,경상북도,16,"['풍랑', '강풍', '대설']"
2024-11-27,광주광역시,1,['대설']
2024-11-27,서울특별시,22,"['정전', '대설']"
2024-11-27,세종특별자치시,3,['대설']
2024-11-27,인천광역시,7,['대설']
2024-11-27,전라남도,11,"['대설', '강풍', '풍랑']"
2024-11-27,전북특별자치도,21,"['풍랑', '강풍', '대설']"
2024-11-27,제주특별자치도,7,"['풍랑', '강풍', '대설']"
2024-11-27,충청남도,18,"['강풍', '대설']"
2024-11-27,충청북도,11,"['교통사고', '대설']"
2024-11-28,강원특별자치도,7,['대설']
2024-11-28,경기도,52,"['정전', '교통통제', '화재', '대설']"
2024-11-28,경상남도,1,['대설']
2024-11-28,경상북도,10,"['한파', '대설']"
2024-11-28,광주광역시,1,['지진']
2024-11-28,대전광역시,1,['한파']
2024-11-28,서울특별시,16,"['정전', '대설']"
2024-11-28,세종특별자치시,1,['대설']
2024-11-28,인천광역시,5,['대설']
2024-11-28,전라남도,2,['강풍']
2024-11-28,전북특별자치도,2,"['지진', '대설']"
2024-11-28,제주특별자치도,2,['대설']
2024-11-28,충청남도,2,['대설']
2024-11-28,충청북도,5,['대설']
2024-11-29,강원특별자치도,2,['교통통제']
2024-11-29,경기도,13,"['한파', '정전', '대설']"
2024-11-29,경상북도,1,['대설']
2024-11-29,광주광역시,1,['대설']
2024-11-29,인천광역시,2,"['한파', '화재']"
2024-11-29,전북특별자치도,1,['한파']
2024-11-30,경기도,9,"['한파', '수도', '대설']"
2024-11-30,전북특별자치도,8,['한파']
2024-11-30,충청북도,2,['대설']
2024-12-01,경기도,7,"['정전', '안개', '대설']"
2024-12-02,경기도,2,"['정전', '한파']"
2024-12-02,대구광역시,2,['화재']
2024-12-02,인천광역시,2,['한파']
2024-12-03,경기도,3,"['한파', '화재', '대설']"
2024-12-03,경상남도,1,['한파']
2024-12-04,강원특별자치도,1,['한파']
2024-12-04,경기도,3,"['한파', '화재', '대설']"
2024-12-04,충청남도,1,['한파']
2024-12-05,강원특별자치도,1,['산불']
2024-12-05,경기도,3,"['정전', '화재']"
2024-12-05,대구광역시,1,['정전']
2024-12-06,강원특별자치도,1,['건조']
2024-12-06,경기도,3,"['한파', '화재']"
2024-12-07,강원특별자치도,1,['건조']
2024-12-07,경기도,2,['교통사고']
2024-12-07,전북특별자치도,2,['대설']
2024-12-08,전라남도,2,['대설']
2024-12-10,경상남도,1,['교통사고']
2024-12-10,경상북도,5,['수도']
2024-12-11,강원특별자치도,2,"['화재', '대설']"
2024-12-11,경기도,3,['화재']
2024-12-11,경상북도,1,['수도']
2024-12-12,울산광역시,1,['산불']
2024-12-12,인천광역시,5,['화재']
2024-12-13,경기도,1,['화재']
2024-12-13,울산광역시,1,['산불']
2024-12-13,제주특별자치도,4,['대설']
2024-12-14,경기도,6,"['교통사고', '화재']"
2024-12-14,경상북도,1,['풍랑']
2024-12-14,전북특별자치도,1,['대설']
2024-12-14,제주특별자치도,3,['대설']
2024-12-14,충청남도,1,['대설']
2024-12-15,강원특별자치도,1,['화재']
2024-12-15,경상북도,1,['대설']
2024-12-15,대구광역시,3,['대설']
2024-12-15,세종특별자치시,1,['대설']
2024-12-15,전라남도,1,['대설']
2024-12-15,전북특별자치도,2,['대설']
2024-12-15,충청남도,8,['대설']
2024-12-16,강원특별자치도,1,['건조']
2024-12-16,경상남도,2,['교통사고']
2024-12-16,경상북도,1,['화재']
2024-12-16,전라남도,1,['화재']
2024-12-16,충청남도,2,['화재']
2024-12-17,강원특별자치도,1,['대설']
2024-12-17,경기도,3,"['한파', '화재']"
2024-12-17,부산광역시,1,['화재']
2024-12-17,전라남도,1,['강풍']
2024-12-18,강원특별자치도,2,['대설']
2024-12-18,경기도,5,"['한파', '화재']"
2024-12-18,경상남도,1,['화재']
2024-12-18,경상북도,7,"['강풍', '대설']"
2024-12-18,부산광역시,1,['건조']
2024-12-18,인천광역시,1,['화재']
2024-12-18,전라남도,5,"['강풍', '화재', '대설']"
2024-12-18,전북특별자치도,1,['대설']
2024-12-18,제주특별자치도,3,['대설']
2024-12-19,경상북도,2,['대설']
2024-12-19,전북특별자치도,2,['환경오염사고']
2024-12-20,강원특별자치도,1,['대설']
2024-12-20,경기도,14,"['산불', '화재', '대설']"
2024-12-20,경상북도,1,['대설']
2024-12-20,서울특별시,2,['대설']
2024-12-20,세종특별자치시,1,['대설']
2024-12-20,인천광역시,2,['대설']
2024-12-20,전북특별자치도,2,['대설']
2024-12-20,충청남도,3,['대설']
2024-12-20,충청북도,1,['대설']
2024-12-21,강원특별자치도,10,"['한파', '대설']"
2024-12-21,경기도,14,['대설']
2024-12-21,경상남도,5,"['한파', '대설']"
2024-12-21,경상북도,11,"['풍랑', '강풍', '대설']"
2024-12-21,대구광역시,1,['대설']
2024-12-21,서울특별시,1,['대설']
2024-12-21,세종특별자치시,2,['대설']
2024-12-21,인천광역시,1,['대설']
2024-12-21,전라남도,6,['강풍']
2024-12-21,전북특별자치도,3,['대설']
2024-12-21,제주특별자치도,1,['풍랑']
2024-12-21,충청남도,2,"['한파', '대설']"
2024-12-21,충청북도,3,['대설']
2024-12-22,강원특별자치도,3,['한파']
2024-12-22,경기도,3,"['한파', '대설']"
2024-12-22,세종특별자치시,1,['대설']
2024-12-22,전라남도,2,"['강풍', '화재']"
2024-12-22,충청남도,1,['한파']
2024-12-23,강원특별자치도,3,['한파']
2024-12-23,경기도,7,"['화재', '수도']"
2024-12-23,경상북도,2,['한파']
2024-12-23,부산광역시,1,['건조']
2024-12-23,충청북도,1,['한파']
2024-12-24,경기도,1,['한파']
2024-12-24,경상남도,1,['산불']
2024-12-24,충청북도,1,['한파']
2024-12-26,강원특별자치도,2,['한파']
2024-12-26,경기도,1,"[nan, '한파']"
2024-12-26,경상북도,2,['한파']
2024-12-27,강원특별자치도,5,"['한파', '건조']"
2024-12-27,경상남도,1,['대설']
2024-12-27,광주광역시,2,"['화재', '대설']"
2024-12-27,부산광역시,1,['건조']
2024-12-27,세종특별자치시,1,['대설']
2024-12-27,인천광역시,1,['화재']
2024-12-27,전라남도,5,"['강풍', '대설']"
2024-12-27,전북특별자치도,19,['대설']
2024-12-27,충청남도,9,"['교통사고', '대설']"
2024-12-27,충청북도,3,"['한파', '화재', '대설']"
2024-12-28,경기도,1,['산불']
2024-12-28,경상남도,4,"['교통', '대설']"
2024-12-28,세종특별자치시,1,['대설']
2024-12-28,전라남도,5,['대설']
2024-12-28,전북특별자치도,12,['대설']
2024-12-28,충청남도,1,['한파']
2024-12-29,충청북도,1,['수도']
2024-12-31,경기도,1,['화재']
2024-12-31,대구광역시,1,['산불']
2025-01-01,경상북도,1,['산불']
2025-01-01,충청북도,1,['화재']
2025-01-02,강원특별자치도,2,['건조']
2025-01-02,대구광역시,1,['화재']
2025-01-02,부산광역시,1,['산불']
2025-01-03,강원특별자치도,5,"['한파', '화재']"
2025-01-03,경기도,2,['화재']
2025-01-03,경상남도,1,['지진']
2025-01-03,부산광역시,2,"['산불', '건조']"
2025-01-03,울산광역시,1,['산불']
2025-01-03,충청남도,2,['대설']
2025-01-04,경기도,1,"[nan, '산불']"
2025-01-04,광주광역시,2,['화재']
2025-01-04,서울특별시,6,['대설']
2025-01-05,강원특별자치도,9,['대설']
2025-01-05,경기도,16,"['화재', '대설']"
2025-01-05,경상남도,6,"['한파', '지진', '대설']"
2025-01-05,경상북도,10,"['화재', '대설']"
2025-01-05,서울특별시,8,"['화재', '대설']"
2025-01-05,세종특별자치시,1,['대설']
2025-01-05,인천광역시,3,['대설']
2025-01-05,전북특별자치도,1,['대설']
2025-01-06,강원특별자치도,8,['대설']
2025-01-06,경기도,4,"['한파', '대설']"
2025-01-06,경상남도,5,"['한파', '호우']"
2025-01-06,경상북도,16,"['풍랑', '강풍', '대설']"
2025-01-06,광주광역시,1,['대설']
2025-01-06,대구광역시,3,['화재']
2025-01-06,서울특별시,1,['대설']
2025-01-06,세종특별자치시,2,['대설']
2025-01-06,인천광역시,1,['한파']
2025-01-06,전라남도,6,"['한파', '강풍', '대설']"
2025-01-06,전북특별자치도,6,"['한파', '대설']"
2025-01-06,충청남도,3,"['한파', '대설']"
2025-01-06,충청북도,4,"['한파', '화재', '대설']"
2025-01-07,강원특별자치도,4,['한파']
2025-01-07,경상북도,3,"['풍랑', '대설']"
2025-01-07,광주광역시,2,['대설']
2025-01-07,부산광역시,1,['한파']
2025-01-07,세종특별자치시,1,['대설']
2025-01-07,전라남도,26,"['한파', '대설']"
2025-01-07,전북특별자치도,25,"['수도', '대설']"
2025-01-07,제주특별자치도,1,['대설']
2025-01-07,충청남도,12,"['한파', '대설']"
2025-01-08,강원특별자치도,9,['한파']
2025-01-08,경기도,20,"['한파', '화재']"
2025-01-08,경상남도,15,"['한파', '교통통제', '교통사고', '대설']"
2025-01-08,경상북도,20,"['한파', '대설']"
2025-01-08,광주광역시,3,['대설']
2025-01-08,대구광역시,3,"['한파', '대설']"
2025-01-08,부산광역시,13,['한파']
2025-01-08,서울특별시,7,['한파']
2025-01-08,세종특별자치시,3,"['한파', '대설']"
2025-01-08,울산광역시,1,['대설']
2025-01-08,인천광역시,1,['한파']
2025-01-08,전라남도,20,"['한파', '대설']"
2025-01-08,전북특별자치도,26,"['한파', '대설']"
2025-01-08,제주특별자치도,2,['대설']
2025-01-08,충청남도,25,"['한파', '대설']"
2025-01-08,충청북도,4,"['한파', '대설']"
2025-01-09,강원특별자치도,7,['한파']
2025-01-09,경기도,16,"['한파', '강풍']"
2025-01-09,경상남도,29,"['한파', '산불', '대설']"
2025-01-09,경상북도,31,"['한파', '강풍', '대설']"
2025-01-09,광주광역시,2,['대설']
2025-01-09,대구광역시,7,"['한파', '강풍', '화재', '대설']"
2025-01-09,대전광역시,2,['한파']
2025-01-09,부산광역시,10,['한파']
2025-01-09,서울특별시,1,['한파']
2025-01-09,세종특별자치시,2,['한파']
2025-01-09,울산광역시,6,"['한파', '교통통제', '대설']"
2025-01-09,인천광역시,1,['한파']
2025-01-09,전라남도,40,"['한파', '강풍', '풍랑', '대설']"
2025-01-09,전북특별자치도,34,"['한파', '대설']"
2025-01-09,제주특별자치도,6,"['풍랑', '대설']"
2025-01-09,충청남도,12,"['한파', '대설']"
2025-01-09,충청북도,6,"['한파', '대설']"
2025-01-10,강원특별자치도,4,"['한파', '건조']"
2025-01-10,경기도,11,['한파']
2025-01-10,경상남도,24,"['한파', '화재']"
2025-01-10,경상북도,21,"['한파', '풍랑', '대설']"
2025-01-10,광주광역시,1,['대설']
2025-01-10,대구광역시,1,['한파']
2025-01-10,부산광역시,5,"['한파', '건조']"
2025-01-10,세종특별자치시,2,['한파']
2025-01-10,울산광역시,1,['한파']
2025-01-10,인천광역시,2,['한파']
2025-01-10,전라남도,17,"['한파', '화재', '대설']"
2025-01-10,전북특별자치도,5,"['한파', '대설']"
2025-01-10,제주특별자치도,6,['대설']
2025-01-10,충청남도,9,['한파']
2025-01-10,충청북도,5,['한파']
2025-01-11,강원특별자치도,1,['한파']
2025-01-11,경기도,3,['한파']
2025-01-11,경상남도,8,['한파']
2025-01-11,경상북도,6,['한파']
2025-01-11,부산광역시,1,['건조']
2025-01-11,전북특별자치도,1,['대설']
2025-01-11,제주특별자치도,3,"['지진', '대설']"
2025-01-11,충청남도,3,['한파']
2025-01-11,충청북도,2,['한파']
2025-01-12,강원특별자치도,1,['한파']
2025-01-12,경기도,2,"['한파', '화재']"
2025-01-12,경상남도,1,['한파']
2025-01-12,경상북도,3,['한파']
2025-01-12,부산광역시,1,['건조']
2025-01-12,전북특별자치도,1,['대설']
2025-01-12,제주특별자치도,1,['대설']
2025-01-12,충청북도,2,['화재']
2025-01-13,경기도,4,"['정전', '수도', '대설']"
2025-01-13,서울특별시,2,['화재']
2025-01-13,인천광역시,1,['대설']
2025-01-14,강원특별자치도,2,['한파']
2025-01-14,경기도,21,"['한파', '대설', '교통사고', '안개', '화재', '교통통제']"
2025-01-14,경상북도,2,"['한파', '수도']"
2025-01-14,서울특별시,8,"['한파', '교통사고', '대설']"
2025-01-14,인천광역시,4,['한파']
2025-01-15,강원특별자치도,1,['한파']
2025-01-15,경기도,7,"['한파', '화재', '대설']"
2025-01-15,경상남도,1,['교통사고']
2025-01-15,전라남도,4,"['강풍', '대설']"
2025-01-16,경기도,1,['한파']
2025-01-16,경상남도,1,['산불']
2025-01-16,서울특별시,1,['한파']
2025-01-16,인천광역시,1,['한파']
2025-01-16,전라남도,1,['대설']
2025-01-17,경기도,1,['대설']
2025-01-17,세종특별자치시,1,['전염병']
2025-01-18,부산광역시,1,['건조']
2025-01-18,울산광역시,2,['정전']
2025-01-19,경기도,1,['화재']
2025-01-19,부산광역시,1,['건조']
2025-01-19,인천광역시,1,['안개']
2025-01-20,강원특별자치도,1,['대설']
2025-01-20,경기도,2,"['안개', '미세먼지']"
2025-01-20,경상남도,1,['화재']
2025-01-20,부산광역시,1,['건조']
2025-01-20,서울특별시,2,['미세먼지']
2025-01-20,인천광역시,1,['안개']
2025-01-21,강원특별자치도,2,['미세먼지']
2025-01-21,경기도,6,"['안개', '화재', '미세먼지']"
2025-01-21,경상북도,1,['미세먼지']
2025-01-21,부산광역시,1,['건조']
2025-01-21,서울특별시,1,['미세먼지']
2025-01-21,인천광역시,1,['안개']
2025-01-21,전북특별자치도,4,['미세먼지']
2025-01-21,충청남도,3,['미세먼지']
2025-01-22,강원특별자치도,2,"['정전', '미세먼지']"
2025-01-22,경상남도,1,['화재']
2025-01-22,부산광역시,1,['건조']
2025-01-22,전북특별자치도,1,['미세먼지']
2025-01-22,충청남도,2,['미세먼지']
2025-01-23,강원특별자치도,1,['산불']
2025-01-23,경기도,1,['화재']
2025-01-23,부산광역시,1,['건조']
2025-01-23,충청북도,1,['정전']
2025-01-24,강원특별자치도,2,['대설']
2025-01-24,경기도,2,['산불']
2025-01-24,경상남도,1,['전염병']
2025-01-24,대구광역시,1,['대설']
2025-01-24,부산광역시,1,['건조']
2025-01-24,전라남도,2,['대설']
2025-01-25,강원특별자치도,1,['산불']
2025-01-25,경기도,3,"['산불', '화재']"
2025-01-25,경상북도,6,['대설']
2025-01-25,세종특별자치시,1,['산불']
2025-01-25,전라남도,3,"['한파', '산불', '대설']"
2025-01-25,충청남도,1,['산불']
