날짜,지역,재난문자_건수,재난유형_리스트
2024-08-02,전라남도,13,['폭염']
2024-08-02,전북특별자치도,9,['폭염']
2024-08-02,제주특별자치도,2,['폭염']
2024-08-02,충청남도,12,['폭염']
2024-08-02,충청북도,5,['폭염']
2024-08-03,강원특별자치도,10,['폭염']
2024-08-03,경기도,28,['폭염']
2024-08-03,경상남도,20,['폭염']
2024-08-03,경상북도,32,['폭염']
2024-08-03,광주광역시,1,['폭염']
2024-08-03,대구광역시,2,['폭염']
2024-08-03,부산광역시,10,['폭염']
2024-08-03,서울특별시,2,['폭염']
2024-08-03,세종특별자치시,1,['폭염']
2024-08-03,울산광역시,8,['폭염']
2024-08-03,인천광역시,2,['폭염']
2024-08-03,임진강 수계지역(경기도,1,['호우']
2024-08-03,전라남도,13,['폭염']
2024-08-03,전북특별자치도,15,['폭염']
2024-08-03,제주특별자치도,1,['폭염']
2024-08-03,충청남도,16,['폭염']
2024-08-03,충청북도,7,['폭염']
2024-08-04,강원특별자치도,7,"['폭염', '교통']"
2024-08-04,경기도,17,"['폭염', '화재']"
2024-08-04,경상남도,30,"['폭염', '호우']"
2024-08-04,경상북도,36,"['폭염', '호우', '가뭄', '수도']"
2024-08-04,광주광역시,1,['폭염']
2024-08-04,대구광역시,2,['폭염']
2024-08-04,대전광역시,1,['폭염']
2024-08-04,부산광역시,12,['폭염']
2024-08-04,서울특별시,1,['폭염']
2024-08-04,세종특별자치시,1,['폭염']
2024-08-04,울산광역시,3,['폭염']
2024-08-04,인천광역시,3,['폭염']
2024-08-04,전라남도,18,['폭염']
2024-08-04,전북특별자치도,17,"['폭염', '호우']"
2024-08-04,제주특별자치도,1,['폭염']
2024-08-04,충청남도,23,['폭염']
2024-08-04,충청북도,11,"['폭염', '호우']"
2024-08-05,강원특별자치도,22,"['폭염', '호우', '산사태', '교통']"
2024-08-05,경기도,31,"['폭염', '호우', '산사태']"
2024-08-05,경상남도,28,"['폭염', '호우']"
2024-08-05,경상북도,44,"['폭염', '산사태', '호우', '가뭄']"
2024-08-05,광주광역시,1,['폭염']
2024-08-05,대구광역시,17,"['폭염', '호우', '산사태']"
2024-08-05,부산광역시,10,"['폭염', '홍수']"
2024-08-05,서울특별시,1,['폭염']
2024-08-05,세종특별자치시,2,"['폭염', '호우']"
2024-08-05,울산광역시,3,['폭염']
2024-08-05,인천광역시,3,['폭염']
2024-08-05,전라남도,27,"['폭염', '호우', '산사태', '수도']"
2024-08-05,전북특별자치도,22,"['폭염', '호우', '산사태']"
2024-08-05,제주특별자치도,1,['폭염']
2024-08-05,충청남도,20,"['폭염', '호우']"
2024-08-05,충청북도,4,"['폭염', '호우']"
2024-08-06,강원특별자치도,7,"['폭염', '호우', '교통']"
2024-08-06,경기도,18,"['폭염', '호우', '산사태']"
2024-08-06,경상남도,21,"['폭염', '호우']"
2024-08-06,경상북도,26,"['폭염', '호우']"
2024-08-06,광주광역시,1,['폭염']
2024-08-06,대구광역시,6,['폭염']
2024-08-06,부산광역시,12,"['폭염', '호우']"
2024-08-06,서울특별시,1,['폭염']
2024-08-06,울산광역시,3,['폭염']
2024-08-06,인천광역시,3,['폭염']
2024-08-06,전라남도,14,['폭염']
2024-08-06,전북특별자치도,13,['폭염']
2024-08-06,제주특별자치도,1,['폭염']
2024-08-06,충청남도,18,"['폭염', '호우']"
2024-08-06,충청북도,2,['폭염']
2024-08-07,강원특별자치도,7,"['폭염', '교통']"
2024-08-07,경기도,15,"['폭염', '전염병']"
2024-08-07,경상남도,22,['폭염']
2024-08-07,경상북도,24,"['폭염', '호우']"
2024-08-07,광주광역시,2,"['폭염', '호우']"
2024-08-07,대구광역시,8,['폭염']
2024-08-07,부산광역시,10,"['폭염', '호우']"
2024-08-07,서울특별시,1,['폭염']
2024-08-07,울산광역시,3,['폭염']
2024-08-07,인천광역시,2,['폭염']
2024-08-07,전라남도,12,"['폭염', '호우']"
2024-08-07,전북특별자치도,9,['폭염']
2024-08-07,제주특별자치도,1,['폭염']
2024-08-07,충청남도,18,['폭염']
2024-08-07,충청북도,5,['폭염']
2024-08-08,강원특별자치도,7,"['폭염', '교통']"
2024-08-08,경기도,9,['폭염']
2024-08-08,경상남도,28,"['폭염', '호우']"
2024-08-08,경상북도,28,"['폭염', '호우']"
2024-08-08,광주광역시,1,['폭염']
2024-08-08,대구광역시,6,['폭염']
2024-08-08,부산광역시,15,"['폭염', '호우', '붕괴']"
2024-08-08,서울특별시,3,['호우']
2024-08-08,세종특별자치시,1,['폭염']
2024-08-08,울산광역시,4,"['폭염', '호우']"
2024-08-08,인천광역시,1,['폭염']
2024-08-08,전라남도,11,['폭염']
2024-08-08,전북특별자치도,9,['폭염']
2024-08-08,제주특별자치도,1,['폭염']
2024-08-08,충청남도,11,['폭염']
2024-08-08,충청북도,5,['폭염']
2024-08-09,강원특별자치도,9,"['폭염', '호우']"
2024-08-09,경기도,16,"['폭염', '화재']"
2024-08-09,경상남도,20,['폭염']
2024-08-09,경상북도,22,['폭염']
2024-08-09,광주광역시,3,"['폭염', '호우']"
2024-08-09,대구광역시,6,['폭염']
2024-08-09,대전광역시,1,['폭염']
2024-08-09,부산광역시,14,['폭염']
2024-08-09,서울특별시,1,['폭염']
2024-08-09,세종특별자치시,1,['폭염']
2024-08-09,울산광역시,3,['폭염']
2024-08-09,인천광역시,3,['폭염']
2024-08-09,전라남도,12,['폭염']
2024-08-09,전북특별자치도,16,"['폭염', '전염병']"
2024-08-09,제주특별자치도,1,['폭염']
2024-08-09,충청남도,19,['폭염']
2024-08-09,충청북도,6,['폭염']
2024-08-10,강원특별자치도,6,['폭염']
2024-08-10,경기도,19,['폭염']
2024-08-10,경상남도,23,['폭염']
2024-08-10,경상북도,24,"['폭염', '교통']"
2024-08-10,광주광역시,1,['폭염']
2024-08-10,대구광역시,4,['폭염']
2024-08-10,부산광역시,7,['폭염']
2024-08-10,세종특별자치시,1,['폭염']
2024-08-10,울산광역시,2,['폭염']
2024-08-10,인천광역시,3,['폭염']
2024-08-10,전라남도,21,"['폭염', '호우']"
2024-08-10,전북특별자치도,14,['폭염']
2024-08-10,제주특별자치도,1,['폭염']
2024-08-10,충청남도,23,['폭염']
2024-08-10,충청북도,6,['폭염']
2024-08-11,강원특별자치도,5,['폭염']
2024-08-11,경기도,15,"['폭염', '화재']"
2024-08-11,경상남도,21,['폭염']
2024-08-11,경상북도,25,"['폭염', '호우', '교통']"
2024-08-11,광주광역시,1,['폭염']
2024-08-11,대구광역시,4,['폭염']
2024-08-11,대전광역시,1,['폭염']
2024-08-11,부산광역시,7,['폭염']
2024-08-11,서울특별시,1,['폭염']
2024-08-11,세종특별자치시,1,['폭염']
2024-08-11,울산광역시,2,['폭염']
2024-08-11,인천광역시,2,['폭염']
2024-08-11,전라남도,21,"['폭염', '화재']"
2024-08-11,전북특별자치도,15,"['폭염', '전염병']"
2024-08-11,제주특별자치도,1,['폭염']
2024-08-11,충청남도,22,"['폭염', '교통사고']"
2024-08-11,충청북도,7,['폭염']
2024-08-12,강원특별자치도,5,['폭염']
2024-08-12,경기도,12,['폭염']
2024-08-12,경상남도,21,['폭염']
2024-08-12,경상북도,21,['폭염']
2024-08-12,광주광역시,1,['폭염']
2024-08-12,대구광역시,5,['폭염']
2024-08-12,부산광역시,5,['폭염']
2024-08-12,세종특별자치시,1,['폭염']
2024-08-12,울산광역시,2,['폭염']
2024-08-12,인천광역시,1,['폭염']
2024-08-12,전라남도,10,['폭염']
2024-08-12,전북특별자치도,17,"['폭염', '전염병']"
2024-08-12,제주특별자치도,1,['폭염']
2024-08-12,충청남도,15,['폭염']
2024-08-12,충청북도,6,['폭염']
2024-08-13,강원특별자치도,7,['폭염']
2024-08-13,경기도,16,"['폭염', '화재']"
2024-08-13,경상남도,19,['폭염']
2024-08-13,경상북도,19,['폭염']
2024-08-13,광주광역시,1,['폭염']
2024-08-13,대구광역시,6,['폭염']
2024-08-13,부산광역시,6,['폭염']
2024-08-13,세종특별자치시,1,['폭염']
2024-08-13,울산광역시,2,['폭염']
2024-08-13,인천광역시,3,['폭염']
2024-08-13,전라남도,15,"['폭염', '호우']"
2024-08-13,전북특별자치도,15,['폭염']
2024-08-13,제주특별자치도,1,['폭염']
2024-08-13,충청남도,18,['폭염']
2024-08-13,충청북도,7,['폭염']
2024-08-14,강원특별자치도,6,['폭염']
2024-08-14,경기도,28,"['폭염', '교통사고', '호우']"
2024-08-14,경상남도,17,['폭염']
2024-08-14,경상북도,21,['폭염']
2024-08-14,광주광역시,1,['폭염']
2024-08-14,대구광역시,5,['폭염']
2024-08-14,부산광역시,5,['폭염']
2024-08-14,서울특별시,2,"['폭염', '호우']"
2024-08-14,세종특별자치시,1,['폭염']
2024-08-14,울산광역시,2,['폭염']
2024-08-14,인천광역시,3,"['폭염', '호우']"
2024-08-14,전라남도,11,"['폭염', '전염병']"
2024-08-14,전북특별자치도,12,['폭염']
2024-08-14,제주특별자치도,1,['폭염']
2024-08-14,충청남도,19,['폭염']
2024-08-14,충청북도,7,['폭염']
2024-08-15,강원특별자치도,5,"['폭염', '교통']"
2024-08-15,경기도,16,['폭염']
2024-08-15,경상남도,17,"['폭염', '호우']"
2024-08-15,경상북도,24,"['폭염', '교통']"
2024-08-15,광주광역시,1,['폭염']
2024-08-15,대구광역시,5,"['폭염', '화재']"
2024-08-15,부산광역시,4,['폭염']
2024-08-15,세종특별자치시,1,['폭염']
2024-08-15,울산광역시,3,"['폭염', '호우']"
2024-08-15,인천광역시,3,['폭염']
2024-08-15,전라남도,16,"['폭염', '호우']"
2024-08-15,전북특별자치도,17,"['폭염', '호우']"
2024-08-15,제주특별자치도,2,"['폭염', '호우']"
2024-08-15,충청남도,19,"['폭염', '호우']"
2024-08-15,충청북도,6,['폭염']
2024-08-16,강원특별자치도,5,['폭염']
2024-08-16,경기도,19,"['폭염', '호우']"
2024-08-16,경상남도,15,['폭염']
2024-08-16,경상북도,20,['폭염']
2024-08-16,광주광역시,2,"['폭염', '호우']"
2024-08-16,대구광역시,5,['폭염']
2024-08-16,부산광역시,6,['폭염']
2024-08-16,서울특별시,1,['폭염']
2024-08-16,세종특별자치시,1,['폭염']
2024-08-16,울산광역시,3,['폭염']
2024-08-16,인천광역시,2,['폭염']
2024-08-16,전라남도,10,"['폭염', '호우', '전염병']"
2024-08-16,전북특별자치도,17,"['폭염', '호우']"
2024-08-16,제주특별자치도,1,['폭염']
2024-08-16,충청남도,16,['폭염']
2024-08-16,충청북도,4,['폭염']
2024-08-17,강원특별자치도,6,"['폭염', '전염병']"
2024-08-17,경기도,18,['폭염']
2024-08-17,경상남도,15,"['폭염', '호우']"
2024-08-17,경상북도,24,"['폭염', '교통']"
2024-08-17,광주광역시,1,['폭염']
2024-08-17,대구광역시,4,['폭염']
2024-08-17,부산광역시,9,['폭염']
2024-08-17,세종특별자치시,1,['폭염']
2024-08-17,울산광역시,1,['폭염']
2024-08-17,인천광역시,4,['폭염']
2024-08-17,전라남도,20,"['폭염', '호우']"
2024-08-17,전북특별자치도,16,"['폭염', '호우']"
2024-08-17,충청남도,23,"['폭염', '화재']"
2024-08-17,충청북도,7,['폭염']
2024-08-18,강원특별자치도,8,"['폭염', '교통사고', '호우']"
2024-08-18,경기도,21,"['폭염', '교통']"
2024-08-18,경상남도,12,['폭염']
2024-08-18,경상북도,21,['폭염']
2024-08-18,광주광역시,1,['폭염']
2024-08-18,대구광역시,5,"['폭염', '화재']"
2024-08-18,부산광역시,5,['폭염']
2024-08-18,서울특별시,1,['폭염']
2024-08-18,세종특별자치시,1,['폭염']
2024-08-18,울산광역시,1,['폭염']
2024-08-18,인천광역시,3,['폭염']
2024-08-18,전라남도,13,['폭염']
2024-08-18,전북특별자치도,13,"['폭염', '호우']"
2024-08-18,제주특별자치도,1,['폭염']
2024-08-18,충청남도,22,"['폭염', '호우']"
2024-08-18,충청북도,6,['폭염']
2024-08-19,강원특별자치도,6,['폭염']
2024-08-19,경기도,16,"['폭염', '화재']"
2024-08-19,경상남도,12,['폭염']
2024-08-19,경상북도,20,"['폭염', '풍랑']"
2024-08-19,광주광역시,1,['폭염']
2024-08-19,대구광역시,4,['폭염']
2024-08-19,부산광역시,1,['폭염']
2024-08-19,세종특별자치시,2,"['폭염', '정전']"
2024-08-19,울산광역시,1,['폭염']
2024-08-19,인천광역시,2,['폭염']
2024-08-19,전라남도,8,"['폭염', '전염병']"
2024-08-19,전북특별자치도,14,['폭염']
2024-08-19,제주특별자치도,4,"['폭염', '태풍', '전염병']"
2024-08-19,충청남도,17,['폭염']
2024-08-19,충청북도,3,['폭염']
2024-08-20,강원특별자치도,7,"['산사태', '폭염', '태풍', '전염병', '호우']"
2024-08-20,경기도,19,"['폭염', '태풍', '산사태', '화재']"
2024-08-20,경상남도,20,"['폭염', '태풍', '호우', '정전']"
2024-08-20,경상북도,26,"['폭염', '태풍', '풍랑', '호우']"
2024-08-20,광주광역시,1,['폭염']
2024-08-20,대구광역시,4,['폭염']
2024-08-20,부산광역시,19,"['폭염', '태풍', '강풍', '호우']"
2024-08-20,세종특별자치시,1,['폭염']
2024-08-20,울산광역시,10,"['폭염', '호우']"
2024-08-20,인천광역시,3,"['폭염', '태풍']"
2024-08-20,전라남도,21,"['폭염', '태풍', '전염병', '산사태']"
2024-08-20,전북특별자치도,15,"['폭염', '태풍']"
2024-08-20,제주특별자치도,4,"['태풍', '전염병']"
2024-08-20,충청남도,20,"['폭염', '태풍', '교통사고']"
2024-08-20,충청북도,5,"['폭염', '태풍', '호우']"
2024-08-21,강원특별자치도,6,"['폭염', '태풍', '호우']"
2024-08-21,경기도,37,"['산사태', '폭염', '태풍', '호우', '화재']"
2024-08-21,경상남도,10,['폭염']
2024-08-21,경상북도,10,"['폭염', '풍랑']"
2024-08-21,광주광역시,1,['폭염']
2024-08-21,대구광역시,3,['폭염']
2024-08-21,부산광역시,2,['폭염']
2024-08-21,서울특별시,2,"['정전', '호우']"
2024-08-21,울산광역시,1,['폭염']
2024-08-21,인천광역시,4,['호우']
2024-08-21,임진강 수계지역(경기도,1,['호우']
2024-08-21,전라남도,5,"['폭염', '전염병', '민방공']"
2024-08-21,전북특별자치도,10,['폭염']
2024-08-21,제주특별자치도,4,"['폭염', '전염병']"
2024-08-21,충청남도,14,"['산사태', '폭염', '태풍', '호우', '전염병', '수도']"
2024-08-21,충청북도,2,['폭염']
2024-08-22,강원특별자치도,10,"['폭염', '민방공']"
2024-08-22,경기도,6,"['폭염', '홍수', '교통', '민방공']"
2024-08-22,경상남도,15,"['폭염', '민방공']"
2024-08-22,경상북도,18,"['폭염', '전염병']"
2024-08-22,광주광역시,1,['폭염']
2024-08-22,대구광역시,5,['폭염']
2024-08-22,부산광역시,2,['폭염']
2024-08-22,세종특별자치시,1,['폭염']
2024-08-22,울산광역시,1,['폭염']
2024-08-22,인천광역시,1,['폭염']
2024-08-22,전라남도,5,"['폭염', '전염병']"
2024-08-22,전북특별자치도,10,['폭염']
2024-08-22,제주특별자치도,3,"['폭염', '전염병']"
2024-08-22,충청남도,6,"['폭염', '전염병']"
2024-08-22,충청북도,2,['폭염']
2024-08-23,강원특별자치도,2,['폭염']
2024-08-23,경기도,7,['폭염']
2024-08-23,경상남도,14,"['폭염', '전염병']"
2024-08-23,경상북도,21,"['폭염', '태풍', '화재']"
2024-08-23,광주광역시,1,['폭염']
2024-08-23,대구광역시,5,['폭염']
2024-08-23,부산광역시,3,['폭염']
2024-08-23,서울특별시,1,['폭염']
2024-08-23,세종특별자치시,1,['폭염']
2024-08-23,울산광역시,2,['폭염']
2024-08-23,인천광역시,3,"['폭염', '화재']"
2024-08-23,전라남도,9,"['폭염', '전염병']"
2024-08-23,전북특별자치도,13,['폭염']
2024-08-23,제주특별자치도,3,"['폭염', '전염병']"
2024-08-23,충청남도,9,"['폭염', '지진', '전염병', '수도']"
2024-08-23,충청북도,2,['폭염']
2024-08-24,경기도,10,"['폭염', '화재']"
2024-08-24,경상남도,14,['폭염']
2024-08-24,경상북도,19,"['폭염', '호우']"
2024-08-24,광주광역시,1,['폭염']
2024-08-24,대구광역시,5,['폭염']
2024-08-24,대전광역시,1,['폭염']
2024-08-24,부산광역시,3,['폭염']
2024-08-24,세종특별자치시,1,['폭염']
2024-08-24,울산광역시,3,['폭염']
2024-08-24,전라남도,11,['폭염']
2024-08-24,전북특별자치도,7,['폭염']
2024-08-24,제주특별자치도,3,"['폭염', '전염병']"
2024-08-24,충청남도,10,"['폭염', '전염병']"
2024-08-24,충청북도,3,['폭염']
2024-08-25,강원특별자치도,2,['폭염']
2024-08-25,경기도,8,['폭염']
2024-08-25,경상남도,12,['폭염']
2024-08-25,경상북도,22,['폭염']
2024-08-25,광주광역시,1,['폭염']
2024-08-25,대구광역시,4,['폭염']
2024-08-25,부산광역시,4,['폭염']
2024-08-25,세종특별자치시,1,['폭염']
2024-08-25,울산광역시,3,['폭염']
2024-08-25,인천광역시,1,['폭염']
2024-08-25,전라남도,10,['폭염']
2024-08-25,전북특별자치도,5,['폭염']
2024-08-25,제주특별자치도,3,"['폭염', '전염병']"
2024-08-25,충청남도,10,"['폭염', '전염병']"
2024-08-25,충청북도,2,['폭염']
2024-08-26,강원특별자치도,3,"['폭염', '지진']"
2024-08-26,경기도,2,['폭염']
2024-08-26,경상남도,10,['폭염']
2024-08-26,경상북도,11,"['폭염', '호우']"
2024-08-26,광주광역시,1,['폭염']
2024-08-26,대구광역시,4,['폭염']
2024-08-26,부산광역시,3,['폭염']
2024-08-26,세종특별자치시,1,['폭염']
2024-08-26,울산광역시,2,['폭염']
2024-08-26,인천광역시,1,['폭염']
2024-08-26,전라남도,5,['폭염']
2024-08-26,전북특별자치도,12,"['폭염', '호우', '산사태']"
2024-08-26,제주특별자치도,3,"['폭염', '전염병']"
2024-08-26,충청남도,8,['폭염']
2024-08-26,충청북도,2,['폭염']
2024-08-27,경기도,2,['화재']
2024-08-27,경상남도,11,['폭염']
2024-08-27,경상북도,4,"['폭염', '호우']"
2024-08-27,광주광역시,1,['폭염']
2024-08-27,대구광역시,3,['폭염']
2024-08-27,부산광역시,1,['폭염']
2024-08-27,세종특별자치시,1,['폭염']
2024-08-27,울산광역시,5,"['폭염', '호우']"
2024-08-27,전라남도,8,"['폭염', '호우']"
2024-08-27,전북특별자치도,5,['폭염']
2024-08-27,제주특별자치도,3,"['폭염', '강풍', '호우']"
2024-08-27,충청남도,3,['폭염']
2024-08-27,충청북도,2,['폭염']
2024-08-28,경기도,5,"['폭염', '교통사고', '화재']"
2024-08-28,경상남도,5,['폭염']
2024-08-28,경상북도,10,"['폭염', '태풍', '풍랑']"
2024-08-28,광주광역시,1,['폭염']
2024-08-28,대구광역시,4,['폭염']
2024-08-28,세종특별자치시,1,['폭염']
2024-08-28,울산광역시,2,['폭염']
2024-08-28,인천광역시,1,['폭염']
2024-08-28,전라남도,6,"['폭염', '전염병']"
2024-08-28,전북특별자치도,5,['폭염']
2024-08-28,제주특별자치도,7,"['폭염', '풍랑', '전염병', '호우', '강풍']"
2024-08-28,충청남도,5,"['폭염', '수도']"
2024-08-28,충청북도,1,['폭염']
2024-08-29,강원특별자치도,3,"['호우', '전염병']"
2024-08-29,경기도,6,"['폭염', '화재']"
2024-08-29,경상남도,9,"['폭염', '강풍']"
2024-08-29,경상북도,11,"['폭염', '태풍', '강풍', '호우', '풍랑']"
2024-08-29,광주광역시,2,"['폭염', '화재']"
2024-08-29,대구광역시,1,['폭염']
2024-08-29,부산광역시,4,"['폭염', '강풍']"
2024-08-29,서울특별시,1,['교통사고']
2024-08-29,세종특별자치시,1,['폭염']
2024-08-29,울산광역시,2,['강풍']
2024-08-29,인천광역시,1,['폭염']
2024-08-29,전라남도,8,['폭염']
2024-08-29,전북특별자치도,6,['폭염']
2024-08-29,제주특별자치도,2,"['폭염', '전염병']"
2024-08-29,충청남도,6,"['폭염', '전염병']"
2024-08-29,충청북도,1,['폭염']
2024-08-30,강원특별자치도,1,['전염병']
2024-08-30,경기도,3,['폭염']
2024-08-30,경상남도,8,['폭염']
2024-08-30,경상북도,12,"['폭염', '태풍', '풍랑']"
2024-08-30,광주광역시,1,['폭염']
2024-08-30,대구광역시,1,['폭염']
2024-08-30,서울특별시,1,['폭염']
2024-08-30,세종특별자치시,1,['폭염']
2024-08-30,인천광역시,1,['폭염']
2024-08-30,전라남도,7,['폭염']
2024-08-30,전북특별자치도,5,['폭염']
2024-08-30,제주특별자치도,3,"['폭염', '전염병']"
2024-08-30,충청남도,5,['폭염']
2024-08-30,충청북도,1,['폭염']
2024-08-31,강원특별자치도,1,['전염병']
2024-08-31,경기도,5,['폭염']
2024-08-31,경상남도,9,['폭염']
2024-08-31,경상북도,10,['폭염']
2024-08-31,광주광역시,1,['폭염']
2024-08-31,대구광역시,2,['폭염']
2024-08-31,부산광역시,1,['폭염']
2024-08-31,세종특별자치시,1,['폭염']
2024-08-31,인천광역시,1,['폭염']
2024-08-31,전라남도,2,['폭염']
2024-08-31,전북특별자치도,5,['폭염']
2024-08-31,제주특별자치도,3,"['폭염', '전염병']"
2024-08-31,충청남도,9,['폭염']
2024-08-31,충청북도,1,['폭염']
2024-09-01,강원특별자치도,1,['전염병']
2024-09-01,경기도,1,['폭염']
2024-09-01,경상남도,8,['폭염']
2024-09-01,경상북도,8,['폭염']
2024-09-01,광주광역시,1,['폭염']
2024-09-01,대구광역시,2,['폭염']
2024-09-01,전라남도,4,['폭염']
2024-09-01,전북특별자치도,2,['폭염']
2024-09-01,제주특별자치도,2,"['폭염', '전염병']"
2024-09-01,충청남도,4,['폭염']
2024-09-01,충청북도,1,['폭염']
2024-09-02,강원특별자치도,3,"['통신', '전염병']"
2024-09-02,경상남도,6,['폭염']
2024-09-02,경상북도,1,['폭염']
2024-09-02,광주광역시,1,['폭염']
2024-09-02,대구광역시,1,['화재']
2024-09-02,서울특별시,2,['정전']
2024-09-02,전라남도,2,['폭염']
2024-09-02,제주특별자치도,2,"['폭염', '전염병']"
2024-09-03,강원특별자치도,3,"['전염병', '화재']"
2024-09-03,경기도,4,"['화재', '교통']"
2024-09-03,부산광역시,1,['금융']
2024-09-03,인천광역시,1,['화재']
2024-09-03,전라남도,1,['폭염']
2024-09-04,강원특별자치도,1,['전염병']
2024-09-04,경기도,3,"['폭염', '화재']"
2024-09-04,인천광역시,1,['화재']
2024-09-04,전라남도,2,['폭염']
2024-09-04,전북특별자치도,1,['폭염']
2024-09-04,충청남도,3,['폭염']
2024-09-05,경기도,1,['폭염']
2024-09-05,경상남도,5,['폭염']
2024-09-05,경상북도,1,['교통사고']
2024-09-05,부산광역시,2,['폭염']
2024-09-05,세종특별자치시,1,['폭염']
2024-09-05,울산광역시,1,['폭염']
2024-09-05,전라남도,7,"['폭염', '전염병']"
2024-09-05,전북특별자치도,1,['폭염']
2024-09-05,충청남도,2,['폭염']
2024-09-06,강원특별자치도,1,['전염병']
2024-09-06,경기도,3,['교통사고']
2024-09-06,경상남도,6,['폭염']
2024-09-06,부산광역시,1,['폭염']
2024-09-06,세종특별자치시,1,['폭염']
2024-09-06,전라남도,3,['폭염']
2024-09-06,제주특별자치도,1,['폭염']
2024-09-07,강원특별자치도,1,['전염병']
2024-09-07,경기도,3,"['폭염', '화재']"
2024-09-07,경상남도,7,['폭염']
2024-09-07,광주광역시,1,['폭염']
2024-09-07,부산광역시,1,['폭염']
2024-09-07,세종특별자치시,1,['폭염']
2024-09-07,전라남도,2,['폭염']
2024-09-07,제주특별자치도,2,"['폭염', '호우']"
2024-09-07,충청남도,9,"['폭염', '화재']"
2024-09-08,강원특별자치도,1,['전염병']
2024-09-08,경기도,1,['폭염']
2024-09-08,경상남도,8,['폭염']
2024-09-08,경상북도,3,['폭염']
2024-09-08,광주광역시,1,['폭염']
2024-09-08,서울특별시,1,['폭염']
2024-09-08,세종특별자치시,1,['폭염']
2024-09-08,전라남도,6,"['폭염', '화재']"
2024-09-08,제주특별자치도,3,"['폭염', '호우']"
2024-09-08,충청남도,3,['폭염']
2024-09-09,강원특별자치도,1,['전염병']
2024-09-09,경기도,7,['폭염']
2024-09-09,경상남도,8,['폭염']
2024-09-09,경상북도,4,"['폭염', '호우']"
2024-09-09,광주광역시,1,['폭염']
2024-09-09,대구광역시,1,['폭염']
2024-09-09,부산광역시,1,['폭염']
2024-09-09,서울특별시,1,['폭염']
2024-09-09,세종특별자치시,1,['폭염']
2024-09-09,울산광역시,1,['폭염']
2024-09-09,인천광역시,1,['폭염']
2024-09-09,전라남도,6,['폭염']
2024-09-09,전북특별자치도,4,['폭염']
2024-09-09,제주특별자치도,1,['폭염']
2024-09-09,충청남도,7,['폭염']
2024-09-09,충청북도,1,['폭염']
2024-09-10,강원특별자치도,1,['전염병']
2024-09-10,경기도,19,"['폭염', '전염병', '화재']"
2024-09-10,경상남도,11,"['폭염', '산불']"
2024-09-10,경상북도,12,"['폭염', '산불']"
2024-09-10,광주광역시,1,['폭염']
2024-09-10,대구광역시,3,['폭염']
2024-09-10,세종특별자치시,1,['폭염']
2024-09-10,울산광역시,1,['폭염']
2024-09-10,인천광역시,1,['폭염']
2024-09-10,전라남도,9,['폭염']
2024-09-10,전북특별자치도,8,"['폭염', '수도']"
2024-09-10,제주특별자치도,3,"['폭염', '호우']"
2024-09-10,충청남도,9,['폭염']
2024-09-10,충청북도,3,['폭염']
2024-09-11,강원특별자치도,7,"['폭염', '호우', '전염병']"
2024-09-11,경기도,14,"['폭염', '호우', '화재']"
2024-09-11,경상남도,8,"['폭염', '호우']"
2024-09-11,경상북도,23,"['폭염', '호우', '산사태']"
2024-09-11,광주광역시,1,['폭염']
2024-09-11,대구광역시,2,['폭염']
2024-09-11,세종특별자치시,1,['폭염']
2024-09-11,울산광역시,1,['폭염']
2024-09-11,인천광역시,1,['폭염']
2024-09-11,전라남도,7,"['폭염', '호우']"
2024-09-11,전북특별자치도,16,"['폭염', '호우', '산사태']"
2024-09-11,제주특별자치도,1,['폭염']
2024-09-11,충청남도,12,"['폭염', '호우']"
2024-09-11,충청북도,3,"['폭염', '호우']"
2024-09-12, 부천시,2,['호우']
2024-09-12,강원특별자치도,3,"['정전', '전염병', '호우']"
2024-09-12,경기도,20,"['호우', '산사태']"
2024-09-12,경상남도,11,"['폭염', '호우']"
2024-09-12,경상북도,10,"['폭염', '호우', '산사태', '지진']"
2024-09-12,광주광역시,2,['폭염']
2024-09-12,대구광역시,1,['호우']
2024-09-12,부산광역시,2,['폭염']
2024-09-12,서울특별시,1,['교통사고']
2024-09-12,세종특별자치시,1,['폭염']
2024-09-12,울산광역시,2,['폭염']
2024-09-12,전라남도,2,['폭염']
2024-09-12,전북특별자치도,4,['폭염']
2024-09-12,제주특별자치도,1,['폭염']
2024-09-12,충청남도,9,"['폭염', '호우', '산사태']"
2024-09-13,경기도,1,['호우']
2024-09-13,경상남도,12,"['폭염', '지진']"
2024-09-13,경상북도,6,"['폭염', '풍랑']"
2024-09-13,광주광역시,1,['폭염']
2024-09-13,대구광역시,3,['폭염']
2024-09-13,부산광역시,4,"['폭염', '수도']"
2024-09-13,서울특별시,1,['정전']
2024-09-13,세종특별자치시,1,['폭염']
2024-09-13,울산광역시,2,['폭염']
2024-09-13,인천광역시,1,['화재']
2024-09-13,전라남도,7,['폭염']
2024-09-13,전북특별자치도,3,['폭염']
2024-09-13,제주특별자치도,1,['폭염']
2024-09-13,충청남도,4,['폭염']
2024-09-14,강원특별자치도,4,"['태풍', '전염병']"
2024-09-14,경기도,1,['폭염']
2024-09-14,경상남도,13,['폭염']
2024-09-14,경상북도,4,['폭염']
2024-09-14,광주광역시,1,['폭염']
2024-09-14,부산광역시,3,['폭염']
2024-09-14,세종특별자치시,1,['폭염']
2024-09-14,울산광역시,2,['폭염']
2024-09-14,전라남도,9,['폭염']
